text,target,sample_id,review_id,lang,range,aspect_category,sentiment,from,to
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,298,58,EN,"[87,94)",service#general,POSITIVE,87,94
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster roll,300,58,EN,"[31,43)",food#quality,POSITIVE,31,43
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster,300,58,EN,"[92,99)",food#quality,POSITIVE,92,99
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza,301,58,EN,"[21,26)",food#quality,POSITIVE,21,26
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",santa fe chopped salad,301,58,EN,"[28,50)",food#quality,POSITIVE,28,50
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",fish and chips,301,58,EN,"[55,69)",food#quality,POSITIVE,55,69
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,302,58,EN,"[45,49)",food#quality,POSITIVE,45,49
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,302,58,EN,"[55,63)",ambience#general,POSITIVE,55,63
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,302,58,EN,"[78,85)",service#general,POSITIVE,78,85
All the staff is absolutely professional!! ,staff,303,59,EN,"[8,13)",service#general,POSITIVE,8,13
"(that is A MUST, but not every restaurant can do...) ",,306,59,EN,"[0,0)",service#general,POSITIVE,0,0
"There's nice and quiet, small but enough for 6 (or more).",,308,59,EN,"[0,0)",ambience#general,POSITIVE,0,0
This restaurant was way overhyped.,restaurant,309,60,EN,"[5,15)",restaurant#general,NEGATIVE,5,15
My chow fun and chow see was really bland and oily.,chow fun and chow see,310,60,EN,"[3,24)",food#quality,NEGATIVE,3,24
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,311,60,EN,"[0,0)",food#quality,NEGATIVE,0,0
The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,312,60,EN,"[4,21)",food#quality,NEUTRAL,4,21
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,312,60,EN,"[26,41)",food#quality,NEUTRAL,26,41
The service was the only thing good about this restaurant.,service,313,61,EN,"[4,11)",service#general,POSITIVE,4,11
The service was the only thing good about this restaurant.,restaurant,313,61,EN,"[47,57)",restaurant#general,NEGATIVE,47,57
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",,314,61,EN,"[0,0)",ambience#general,NEGATIVE,0,0
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",sushi,314,61,EN,"[35,40)",food#quality,NEGATIVE,35,40
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",tuna,314,61,EN,"[73,77)",food#quality,NEGATIVE,73,77
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",rolls,314,61,EN,"[102,107)",food#quality,NEGATIVE,102,107
I definitely wouldn't go back.,,315,61,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
Their pad penang is delicious and everything else is fantastic.,pad penang,317,62,EN,"[6,16)",food#quality,POSITIVE,6,16
Their pad penang is delicious and everything else is fantastic.,,317,62,EN,"[0,0)",food#quality,POSITIVE,0,0
The price is reasonable although the service is poor.,,318,62,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
The price is reasonable although the service is poor.,service,318,62,EN,"[37,44)",service#general,NEGATIVE,37,44
fresh restaurant was amazing........ food was delicious and of course fresh.,fresh restaurant,319,63,EN,"[0,16)",restaurant#general,POSITIVE,0,16
fresh restaurant was amazing........ food was delicious and of course fresh.,food,319,63,EN,"[37,41)",food#quality,POSITIVE,37,41
"great for a romantic evening, or a fun evening with friends...",,320,63,EN,"[0,0)",ambience#general,POSITIVE,0,0
"great for a romantic evening, or a fun evening with friends...",,320,63,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
I will be going back very soon.,,321,63,EN,"[0,0)",restaurant#general,POSITIVE,0,0
keep up the good work.,,322,63,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Hats off to the chef.,chef,323,63,EN,"[16,20)",food#quality,POSITIVE,16,20
It was wonderful.,,326,64,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"the salads are delicious, both refreshing and very spicy.",salads,327,64,EN,"[4,10)",food#quality,POSITIVE,4,10
We had Pam's special fried fish and it was amazing.,Pam's special fried fish,328,64,EN,"[7,31)",food#quality,POSITIVE,7,31
too large for just two people but nothing was left.,,329,64,EN,"[0,0)",food#style_options,NEGATIVE,0,0
too large for just two people but nothing was left.,,329,64,EN,"[0,0)",food#quality,POSITIVE,0,0
"Great vibe, lots of people.",vibe,332,65,EN,"[6,10)",ambience#general,POSITIVE,6,10
"My husbands was perfect, my was well done and dry.",,334,65,EN,"[0,0)",food#quality,POSITIVE,0,0
"My husbands was perfect, my was well done and dry.",,334,65,EN,"[0,0)",food#quality,NEGATIVE,0,0
"I didn't complain, I liked the atmosphere so much.",atmosphere,335,65,EN,"[31,41)",ambience#general,POSITIVE,31,41
On a hot day it was fabulous to stop in and enjoy lunch.,,338,66,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,339,66,EN,"[0,8)",ambience#general,POSITIVE,0,8
"Ambience is so cute and quaint, good for business although we were there on vacation.",,339,66,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
Salads were fantastic.,Salads,340,66,EN,"[0,6)",food#quality,POSITIVE,0,6
Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,341,66,EN,"[66,72)",food#quality,POSITIVE,66,72
Ingredients are organic which is a real plus for me.,Ingredients,342,66,EN,"[0,11)",food#quality,POSITIVE,0,11
We will be back.,,343,66,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"This is some really good, inexpensive sushi.",sushi,344,67,EN,"[38,43)",food#quality,POSITIVE,38,43
"This is some really good, inexpensive sushi.",sushi,344,67,EN,"[38,43)",food#prices,POSITIVE,38,43
The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,346,67,EN,"[4,19)",food#style_options,POSITIVE,4,19
The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,346,67,EN,"[4,19)",food#quality,POSITIVE,4,19
The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,346,67,EN,"[4,19)",food#prices,POSITIVE,4,19
The Yellowtail was particularly good as well.,Yellowtail,347,67,EN,"[4,14)",food#quality,POSITIVE,4,14
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,348,67,EN,"[30,50)",food#style_options,NEGATIVE,30,50
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,348,67,EN,"[30,50)",food#prices,NEGATIVE,30,50
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",place,349,67,EN,"[24,29)",restaurant#general,POSITIVE,24,29
Big Wong gets big Ups for a fine establishment.,Big Wong,350,68,EN,"[0,8)",restaurant#general,POSITIVE,0,8
"They have it all -- great price, food, and service.",,351,68,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"They have it all -- great price, food, and service.",,351,68,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
"They have it all -- great price, food, and service.",food,351,68,EN,"[33,37)",food#quality,POSITIVE,33,37
"They have it all -- great price, food, and service.",service,351,68,EN,"[43,50)",service#general,POSITIVE,43,50
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,352,68,EN,"[4,14)",ambience#general,NEGATIVE,4,14
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,352,68,EN,"[32,39)",service#general,POSITIVE,32,39
The food is prepared quickly and efficiently.,,353,68,EN,"[0,0)",service#general,POSITIVE,0,0
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,354,68,EN,"[0,0)",food#prices,POSITIVE,0,0
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,354,68,EN,"[45,51)",food#prices,POSITIVE,45,51
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,354,68,EN,"[53,60)",food#prices,POSITIVE,53,60
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,354,68,EN,"[66,77)",food#prices,POSITIVE,66,77
The takeout is great too since they give high quality tupperware as well.,takeout,355,68,EN,"[4,11)",service#general,POSITIVE,4,11
This place is always very crowded and popular.,place,356,68,EN,"[5,10)",restaurant#miscellaneous,POSITIVE,5,10
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Caesar Salad,358,69,EN,"[20,32)",food#quality,POSITIVE,20,32
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,arugula and goat cheese,358,69,EN,"[51,74)",food#quality,POSITIVE,51,74
We both opted for a pasta dish and they were served timely and fresh.,,359,69,EN,"[0,0)",service#general,POSITIVE,0,0
We both opted for a pasta dish and they were served timely and fresh.,pasta dish,359,69,EN,"[20,30)",food#quality,POSITIVE,20,30
"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,360,69,EN,"[18,41)",food#quality,POSITIVE,18,41
We'd go back again,,361,69,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,restaurant,362,70,EN,"[24,34)",restaurant#general,POSITIVE,24,34
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,363,70,EN,"[4,9)",service#general,POSITIVE,4,9
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,363,70,EN,"[32,36)",food#quality,POSITIVE,32,36
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,363,70,EN,"[70,75)",ambience#general,POSITIVE,70,75
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,364,70,EN,"[29,36)",service#general,POSITIVE,29,36
"Yes, the prices are high, but I felt it was worth it.",,365,70,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
"Yes, the prices are high, but I felt it was worth it.",,365,70,EN,"[0,0)",restaurant#general,POSITIVE,0,0
We all felt it was worth it.,,366,70,EN,"[0,0)",restaurant#general,POSITIVE,0,0
sometimes i get good food and ok service.,food,367,71,EN,"[21,25)",food#quality,POSITIVE,21,25
sometimes i get good food and ok service.,service,367,71,EN,"[33,40)",service#general,NEUTRAL,33,40
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,368,71,EN,"[20,24)",food#quality,NEGATIVE,20,24
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,368,71,EN,"[33,40)",service#general,NEGATIVE,33,40
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,368,71,EN,"[76,83)",service#general,NEGATIVE,76,83
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,368,71,EN,"[63,67)",food#quality,POSITIVE,63,67
it is not consistent.,,369,71,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,dishes,371,72,EN,"[42,48)",food#style_options,POSITIVE,42,48
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,371,72,EN,"[53,57)",drinks#style_options,POSITIVE,53,57
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,,371,72,EN,"[0,0)",service#general,POSITIVE,0,0
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,atmosphere,371,72,EN,"[91,101)",ambience#general,POSITIVE,91,101
And where does Patis go wrong; no where. ,Patis,372,72,EN,"[15,20)",restaurant#general,POSITIVE,15,20
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,373,72,EN,"[0,0)",food#style_options,POSITIVE,0,0
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,373,72,EN,"[0,0)",food#quality,POSITIVE,0,0
And evaluated on those terms Pastis is simply wonderful.,Pastis,374,72,EN,"[29,35)",restaurant#general,POSITIVE,29,35
Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,375,73,EN,"[64,69)",food#quality,POSITIVE,64,69
Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,375,73,EN,"[48,53)",ambience#general,POSITIVE,48,53
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,376,73,EN,"[76,85)",food#quality,NEGATIVE,76,85
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,376,73,EN,"[0,0)",food#quality,POSITIVE,0,0
My friend got the mushroom pizza which tasted better.,mushroom pizza,377,73,EN,"[18,32)",food#quality,POSITIVE,18,32
The sangria was pretty tasty and good on a hot muggy day.,sangria,378,73,EN,"[4,11)",drinks#quality,POSITIVE,4,11
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place,379,73,EN,"[16,21)",restaurant#miscellaneous,NEUTRAL,16,21
Overall I would recommend it and go back again.,,380,73,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I started out with a Bombay beer which was big enough for two.,Bombay beer,382,74,EN,"[21,32)",drinks#style_options,POSITIVE,21,32
MMmmm... it was delicious.,,384,74,EN,"[0,0)",food#quality,POSITIVE,0,0
"Service was slow, but the people were friendly.",Service,385,74,EN,"[0,7)",service#general,NEGATIVE,0,7
"Service was slow, but the people were friendly.",people,385,74,EN,"[26,32)",service#general,POSITIVE,26,32
It's a nice place to relax and have conversation.,place,386,74,EN,"[12,17)",ambience#general,POSITIVE,12,17
I can't wait to go back.,,387,74,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The food is authentic Italian - delicious!,food,389,75,EN,"[4,8)",food#quality,POSITIVE,4,8
"Pizza is terrific, as is homemade pasta.",Pizza,390,75,EN,"[0,5)",food#quality,POSITIVE,0,5
"Pizza is terrific, as is homemade pasta.",homemade pasta,390,75,EN,"[25,39)",food#quality,POSITIVE,25,39
"Ambience is delightful, service impeccable.",Ambience,391,75,EN,"[0,8)",ambience#general,POSITIVE,0,8
"Ambience is delightful, service impeccable.",service,391,75,EN,"[24,31)",service#general,POSITIVE,24,31
I'm still mad that i had to pay for lousy food.,food,392,76,EN,"[42,46)",food#quality,NEGATIVE,42,46
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,393,76,EN,"[4,16)",food#quality,NEGATIVE,4,16
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,393,76,EN,"[41,45)",food#quality,NEGATIVE,41,45
Service was also horrible and the ambience is not that great.,Service,394,76,EN,"[0,7)",service#general,NEGATIVE,0,7
Service was also horrible and the ambience is not that great.,ambience,394,76,EN,"[34,42)",ambience#general,NEGATIVE,34,42
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,,395,76,EN,"[0,0)",restaurant#miscellaneous,NEGATIVE,0,0
I go and eat out at many different restaurants and this is one place you have go and try.,place,396,77,EN,"[63,68)",restaurant#general,POSITIVE,63,68
This is my first time writing a review for a restaurant because the food and service was excellent.,food,397,77,EN,"[68,72)",food#quality,POSITIVE,68,72
This is my first time writing a review for a restaurant because the food and service was excellent.,service,397,77,EN,"[77,84)",service#general,POSITIVE,77,84
The filet mignon dish was superb!,filet mignon dish,398,77,EN,"[4,21)",food#quality,POSITIVE,4,21
I would defiantly come back here again as one of my top choices.,,399,77,EN,"[0,0)",restaurant#general,POSITIVE,0,0
It's a small cute restaurant.,restaurant,400,77,EN,"[18,28)",restaurant#general,POSITIVE,18,28
I absolutely love this place!!!,place,401,78,EN,"[23,28)",restaurant#general,POSITIVE,23,28
"I like the ambience, it's very dark and original.",ambience,403,78,EN,"[11,19)",ambience#general,POSITIVE,11,19
The sushi is amazing!!! ,sushi,405,78,EN,"[4,9)",food#quality,POSITIVE,4,9
And amazingly cheap.,,406,78,EN,"[0,0)",food#prices,POSITIVE,0,0
Big thumbs up!,,407,78,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Very affordable and excellent ambient!,ambient,408,79,EN,"[30,37)",ambience#general,POSITIVE,30,37
Very affordable and excellent ambient!,,408,79,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef and noodle soup dishes,409,79,EN,"[16,43)",food#quality,NEGATIVE,16,43
We were very disappointed.,,410,79,EN,"[0,0)",food#quality,NEGATIVE,0,0
We won't go to this place again for a good meal.,meal,411,79,EN,"[43,47)",food#quality,NEGATIVE,43,47
"However, I think this place is a good hang out spot.",place,412,79,EN,"[22,27)",ambience#general,POSITIVE,22,27
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,place,414,80,EN,"[47,52)",restaurant#general,POSITIVE,47,52
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,415,80,EN,"[4,9)",food#quality,POSITIVE,4,9
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,415,80,EN,"[14,18)",drinks#quality,POSITIVE,14,18
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,415,80,EN,"[38,45)",service#general,POSITIVE,38,45
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,415,80,EN,"[91,111)",ambience#general,POSITIVE,91,111
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,outdoor restaurants,416,80,EN,"[21,40)",ambience#general,POSITIVE,21,40
"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",,417,80,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
Check this place out!,place,418,80,EN,"[11,16)",restaurant#general,POSITIVE,11,16
HIGHLY RECOMMENDED!!!!!,,419,80,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,420,81,EN,"[19,24)",ambience#general,NEGATIVE,19,24
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",,421,81,EN,"[0,0)",ambience#general,NEGATIVE,0,0
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,422,81,EN,"[4,10)",ambience#general,NEGATIVE,4,10
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,422,81,EN,"[42,46)",food#style_options,NEUTRAL,42,46
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,422,81,EN,"[93,102)",drinks#prices,NEGATIVE,93,102
Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,423,81,EN,"[23,28)",drinks#quality,NEGATIVE,23,28
Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,423,81,EN,"[23,28)",drinks#prices,NEGATIVE,23,28
Service is not what one would expect from a joint in this price category.,Service,424,81,EN,"[0,7)",service#general,NEGATIVE,0,7
"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",,425,81,EN,"[0,0)",service#general,NEGATIVE,0,0
Somehow working the italian charm with constant mille grazie does not constitute proper service.,service,426,81,EN,"[88,95)",service#general,NEGATIVE,88,95
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,427,81,EN,"[57,61)",food#quality,POSITIVE,57,61
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Teodora,427,81,EN,"[143,150)",restaurant#general,NEGATIVE,143,150
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,meals,429,82,EN,"[15,20)",food#quality,NEGATIVE,15,20
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,rosemary or orange flavoring,429,82,EN,"[63,91)",food#quality,NEGATIVE,63,91
Fish was overdone.,Fish,430,82,EN,"[0,4)",food#quality,NEGATIVE,0,4
"Cute place, nice wait staff but would never go there again.",wait staff,431,82,EN,"[17,27)",service#general,POSITIVE,17,27
"Cute place, nice wait staff but would never go there again.",place,431,82,EN,"[5,10)",ambience#general,POSITIVE,5,10
"Cute place, nice wait staff but would never go there again.",place,431,82,EN,"[5,10)",restaurant#general,NEGATIVE,5,10
Someone else recommended the dessert - we also left that.,dessert,432,82,EN,"[29,36)",food#quality,NEGATIVE,29,36
One of us actually liked the expresso - that's it.,expresso,433,82,EN,"[29,37)",drinks#quality,POSITIVE,29,37
"Skip this restaurant, it's a big disappointment.",restaurant,434,82,EN,"[10,20)",restaurant#general,NEGATIVE,10,20
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,Myagi,435,83,EN,"[0,5)",restaurant#general,POSITIVE,0,5
I've never had bad service and the fish is fresh and delicious.,service,436,83,EN,"[19,26)",service#general,POSITIVE,19,26
I've never had bad service and the fish is fresh and delicious.,fish,436,83,EN,"[35,39)",food#quality,POSITIVE,35,39
Their tuna tartar appetizer is to die for.,tuna tartar appetizer,437,83,EN,"[6,27)",food#quality,POSITIVE,6,27
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,438,84,EN,"[80,85)",food#quality,POSITIVE,80,85
It is simply amazing.,,439,84,EN,"[0,0)",food#quality,POSITIVE,0,0
The place is so cool and the service is prompt and curtious.,service,440,84,EN,"[29,36)",service#general,POSITIVE,29,36
The place is so cool and the service is prompt and curtious.,place,440,84,EN,"[4,9)",ambience#general,POSITIVE,4,9
I highly recommend to anyone to give this place a try.,place,441,84,EN,"[42,47)",restaurant#general,POSITIVE,42,47
You will find yourself returning quite often.,,442,84,EN,"[0,0)",restaurant#general,POSITIVE,0,0
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,445,85,EN,"[64,68)",food#quality,POSITIVE,64,68
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,445,85,EN,"[80,87)",service#general,POSITIVE,80,87
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,445,85,EN,"[102,112)",ambience#general,POSITIVE,102,112
No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,446,85,EN,"[24,28)",food#quality,POSITIVE,24,28
The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,447,85,EN,"[4,15)",ambience#general,POSITIVE,4,15
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,448,85,EN,"[4,11)",service#general,POSITIVE,4,11
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,448,85,EN,"[50,55)",service#general,POSITIVE,50,55
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,449,85,EN,"[65,69)",food#quality,POSITIVE,65,69
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",restaurant,449,85,EN,"[80,90)",ambience#general,POSITIVE,80,90
Beautiful experience.,,450,85,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The view is breathtaking the service is top notch... the ambiance is wonderfull.,view,451,86,EN,"[4,8)",location#general,POSITIVE,4,8
The view is breathtaking the service is top notch... the ambiance is wonderfull.,service,451,86,EN,"[29,36)",service#general,POSITIVE,29,36
The view is breathtaking the service is top notch... the ambiance is wonderfull.,ambiance,451,86,EN,"[57,65)",ambience#general,POSITIVE,57,65
The staff offers impeccable service.,staff,452,86,EN,"[4,9)",service#general,POSITIVE,4,9
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,453,86,EN,"[6,20)",food#quality,POSITIVE,6,20
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,454,86,EN,"[21,40)",food#quality,POSITIVE,21,40
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,454,86,EN,"[92,106)",food#quality,POSITIVE,92,106
It was divine melts in your mouth.,,456,86,EN,"[0,0)",food#quality,POSITIVE,0,0
My boyfriend had Prime Rib it was good .,Prime Rib,457,86,EN,"[17,26)",food#quality,POSITIVE,17,26
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,bottles of Korbett,458,86,EN,"[69,87)",drinks#style_options,POSITIVE,69,87
It's cuz it's so good you need to taste it!!! ,,460,86,EN,"[0,0)",food#quality,POSITIVE,0,0
All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,,461,86,EN,"[0,0)",restaurant#general,POSITIVE,0,0
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,462,87,EN,"[91,95)",food#quality,POSITIVE,91,95
If you like spicy food get the chicken vindaloo.,chicken vindaloo,463,87,EN,"[31,47)",food#quality,POSITIVE,31,47
It's very spicy but not offensive.,,464,87,EN,"[0,0)",food#quality,POSITIVE,0,0
We will definitely go back.,,465,87,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Go to Volare for 1st class service and terrific food.,service,466,88,EN,"[27,34)",service#general,POSITIVE,27,34
Go to Volare for 1st class service and terrific food.,food,466,88,EN,"[48,52)",food#quality,POSITIVE,48,52
The portions are large and the servers always surprise us with a different starter.,portions,467,88,EN,"[4,12)",food#style_options,POSITIVE,4,12
The wine list is excellent.,wine list,468,88,EN,"[4,13)",drinks#style_options,POSITIVE,4,13
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food,469,89,EN,"[4,8)",food#quality,POSITIVE,4,8
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,selection of wines,469,89,EN,"[131,149)",drinks#style_options,POSITIVE,131,149
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,Chef's tasting menu,469,89,EN,"[49,68)",food#quality,POSITIVE,49,68
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,470,89,EN,"[75,82)",service#general,POSITIVE,75,82
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,470,89,EN,"[4,9)",ambience#general,NEGATIVE,4,9
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,470,89,EN,"[4,9)",restaurant#miscellaneous,POSITIVE,4,9
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,472,89,EN,"[4,8)",food#prices,NEGATIVE,4,8
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,472,89,EN,"[32,55)",food#quality,POSITIVE,32,55
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,472,89,EN,"[32,55)",food#prices,POSITIVE,32,55
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,472,89,EN,"[0,0)",service#general,POSITIVE,0,0
Please be aware that it's CASH or AMEX only!,,474,89,EN,"[0,0)",restaurant#miscellaneous,NEUTRAL,0,0
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,475,90,EN,"[104,108)",food#quality,NEUTRAL,104,108
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,475,90,EN,"[26,37)",food#quality,NEGATIVE,26,37
