text,target,sample_id,review_id,lang,range,aspect_category,sentiment,from,to
And where does Patis go wrong; no where. ,Patis,372,72,EN,"[15,20)",restaurant#general,POSITIVE,15,20
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,373,72,EN,"[0,0)",food#style_options,POSITIVE,0,0
"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",,373,72,EN,"[0,0)",food#quality,POSITIVE,0,0
And evaluated on those terms Pastis is simply wonderful.,Pastis,374,72,EN,"[29,35)",restaurant#general,POSITIVE,29,35
Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,375,73,EN,"[64,69)",food#quality,POSITIVE,64,69
Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,375,73,EN,"[48,53)",ambience#general,POSITIVE,48,53
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,376,73,EN,"[76,85)",food#quality,NEGATIVE,76,85
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,376,73,EN,"[0,0)",food#quality,POSITIVE,0,0
My friend got the mushroom pizza which tasted better.,mushroom pizza,377,73,EN,"[18,32)",food#quality,POSITIVE,18,32
The sangria was pretty tasty and good on a hot muggy day.,sangria,378,73,EN,"[4,11)",drinks#quality,POSITIVE,4,11
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place,379,73,EN,"[16,21)",restaurant#miscellaneous,NEUTRAL,16,21
Overall I would recommend it and go back again.,,380,73,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I started out with a Bombay beer which was big enough for two.,Bombay beer,382,74,EN,"[21,32)",drinks#style_options,POSITIVE,21,32
MMmmm... it was delicious.,,384,74,EN,"[0,0)",food#quality,POSITIVE,0,0
"Service was slow, but the people were friendly.",Service,385,74,EN,"[0,7)",service#general,NEGATIVE,0,7
"Service was slow, but the people were friendly.",people,385,74,EN,"[26,32)",service#general,POSITIVE,26,32
It's a nice place to relax and have conversation.,place,386,74,EN,"[12,17)",ambience#general,POSITIVE,12,17
I can't wait to go back.,,387,74,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The food is authentic Italian - delicious!,food,389,75,EN,"[4,8)",food#quality,POSITIVE,4,8
"Pizza is terrific, as is homemade pasta.",Pizza,390,75,EN,"[0,5)",food#quality,POSITIVE,0,5
"Pizza is terrific, as is homemade pasta.",homemade pasta,390,75,EN,"[25,39)",food#quality,POSITIVE,25,39
"Ambience is delightful, service impeccable.",Ambience,391,75,EN,"[0,8)",ambience#general,POSITIVE,0,8
"Ambience is delightful, service impeccable.",service,391,75,EN,"[24,31)",service#general,POSITIVE,24,31
I'm still mad that i had to pay for lousy food.,food,392,76,EN,"[42,46)",food#quality,NEGATIVE,42,46
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,393,76,EN,"[4,16)",food#quality,NEGATIVE,4,16
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,393,76,EN,"[41,45)",food#quality,NEGATIVE,41,45
Service was also horrible and the ambience is not that great.,Service,394,76,EN,"[0,7)",service#general,NEGATIVE,0,7
Service was also horrible and the ambience is not that great.,ambience,394,76,EN,"[34,42)",ambience#general,NEGATIVE,34,42
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,,395,76,EN,"[0,0)",restaurant#miscellaneous,NEGATIVE,0,0
I go and eat out at many different restaurants and this is one place you have go and try.,place,396,77,EN,"[63,68)",restaurant#general,POSITIVE,63,68
This is my first time writing a review for a restaurant because the food and service was excellent.,food,397,77,EN,"[68,72)",food#quality,POSITIVE,68,72
This is my first time writing a review for a restaurant because the food and service was excellent.,service,397,77,EN,"[77,84)",service#general,POSITIVE,77,84
The filet mignon dish was superb!,filet mignon dish,398,77,EN,"[4,21)",food#quality,POSITIVE,4,21
I would defiantly come back here again as one of my top choices.,,399,77,EN,"[0,0)",restaurant#general,POSITIVE,0,0
It's a small cute restaurant.,restaurant,400,77,EN,"[18,28)",ambience#general,POSITIVE,18,28
I absolutely love this place!!!,place,401,78,EN,"[23,28)",restaurant#general,POSITIVE,23,28
"I like the ambience, it's very dark and original.",ambience,403,78,EN,"[11,19)",ambience#general,POSITIVE,11,19
The sushi is amazing!!! ,sushi,405,78,EN,"[4,9)",food#quality,POSITIVE,4,9
And amazingly cheap.,,406,78,EN,"[0,0)",food#prices,POSITIVE,0,0
Big thumbs up!,,407,78,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Very affordable and excellent ambient!,ambient,408,79,EN,"[30,37)",ambience#general,POSITIVE,30,37
Very affordable and excellent ambient!,,408,79,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef and noodle soup dishes,409,79,EN,"[16,43)",food#quality,NEGATIVE,16,43
We were very disappointed.,,410,79,EN,"[0,0)",food#quality,NEGATIVE,0,0
We won't go to this place again for a good meal.,meal,411,79,EN,"[43,47)",food#quality,NEGATIVE,43,47
"However, I think this place is a good hang out spot.",place,412,79,EN,"[22,27)",ambience#general,POSITIVE,22,27
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,place,414,80,EN,"[47,52)",restaurant#general,POSITIVE,47,52
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,415,80,EN,"[4,9)",food#quality,POSITIVE,4,9
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,415,80,EN,"[14,18)",drinks#quality,POSITIVE,14,18
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,415,80,EN,"[38,45)",service#general,POSITIVE,38,45
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,415,80,EN,"[91,111)",ambience#general,POSITIVE,91,111
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,,416,80,EN,"[0,0)",ambience#general,POSITIVE,0,0
"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",,417,80,EN,"[0,0)",restaurant#miscellaneous,POSITIVE,0,0
Check this place out!,place,418,80,EN,"[11,16)",restaurant#general,POSITIVE,11,16
HIGHLY RECOMMENDED!!!!!,,419,80,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,420,81,EN,"[19,24)",ambience#general,NEGATIVE,19,24
"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",,421,81,EN,"[0,0)",ambience#general,NEGATIVE,0,0
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,422,81,EN,"[4,10)",ambience#general,NEGATIVE,4,10
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,422,81,EN,"[42,46)",food#style_options,NEUTRAL,42,46
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,422,81,EN,"[93,102)",drinks#prices,NEGATIVE,93,102
Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,423,81,EN,"[23,28)",drinks#quality,NEGATIVE,23,28
Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,423,81,EN,"[23,28)",drinks#prices,NEGATIVE,23,28
Service is not what one would expect from a joint in this price category.,Service,424,81,EN,"[0,7)",service#general,NEGATIVE,0,7
"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... ",,425,81,EN,"[0,0)",service#general,NEGATIVE,0,0
Somehow working the italian charm with constant mille grazie does not constitute proper service.,service,426,81,EN,"[88,95)",service#general,NEGATIVE,88,95
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,427,81,EN,"[57,61)",food#quality,POSITIVE,57,61
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Teodora,427,81,EN,"[143,150)",restaurant#general,NEGATIVE,143,150
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,meals,429,82,EN,"[15,20)",food#quality,NEGATIVE,15,20
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,rosemary or orange flavoring,429,82,EN,"[63,91)",food#quality,NEGATIVE,63,91
Fish was overdone.,Fish,430,82,EN,"[0,4)",food#quality,NEGATIVE,0,4
"Cute place, nice wait staff but would never go there again.",wait staff,431,82,EN,"[17,27)",service#general,POSITIVE,17,27
"Cute place, nice wait staff but would never go there again.",place,431,82,EN,"[5,10)",ambience#general,POSITIVE,5,10
"Cute place, nice wait staff but would never go there again.",place,431,82,EN,"[5,10)",restaurant#general,NEGATIVE,5,10
Someone else recommended the dessert - we also left that.,dessert,432,82,EN,"[29,36)",food#quality,NEGATIVE,29,36
One of us actually liked the expresso - that's it.,expresso,433,82,EN,"[29,37)",drinks#quality,POSITIVE,29,37
"Skip this restaurant, it's a big disappointment.",restaurant,434,82,EN,"[10,20)",restaurant#general,NEGATIVE,10,20
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,Myagi,435,83,EN,"[0,5)",restaurant#general,POSITIVE,0,5
I've never had bad service and the fish is fresh and delicious.,service,436,83,EN,"[19,26)",service#general,POSITIVE,19,26
I've never had bad service and the fish is fresh and delicious.,fish,436,83,EN,"[35,39)",food#quality,POSITIVE,35,39
Their tuna tartar appetizer is to die for.,tuna tartar appetizer,437,83,EN,"[6,27)",food#quality,POSITIVE,6,27
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,438,84,EN,"[80,85)",food#quality,POSITIVE,80,85
It is simply amazing.,,439,84,EN,"[0,0)",food#quality,POSITIVE,0,0
The place is so cool and the service is prompt and curtious.,service,440,84,EN,"[29,36)",service#general,POSITIVE,29,36
The place is so cool and the service is prompt and curtious.,place,440,84,EN,"[4,9)",ambience#general,POSITIVE,4,9
I highly recommend to anyone to give this place a try.,place,441,84,EN,"[42,47)",restaurant#general,POSITIVE,42,47
You will find yourself returning quite often.,,442,84,EN,"[0,0)",restaurant#general,POSITIVE,0,0
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,445,85,EN,"[64,68)",food#quality,POSITIVE,64,68
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,445,85,EN,"[80,87)",service#general,POSITIVE,80,87
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,445,85,EN,"[102,112)",ambience#general,POSITIVE,102,112
No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,446,85,EN,"[24,28)",food#quality,POSITIVE,24,28
The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,447,85,EN,"[4,15)",ambience#general,POSITIVE,4,15
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,448,85,EN,"[4,11)",service#general,POSITIVE,4,11
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,448,85,EN,"[50,55)",service#general,POSITIVE,50,55
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,449,85,EN,"[65,69)",food#quality,POSITIVE,65,69
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",restaurant,449,85,EN,"[80,90)",ambience#general,POSITIVE,80,90
Beautiful experience.,,450,85,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The view is breathtaking the service is top notch... the ambiance is wonderfull.,view,451,86,EN,"[4,8)",location#general,POSITIVE,4,8
The view is breathtaking the service is top notch... the ambiance is wonderfull.,service,451,86,EN,"[29,36)",service#general,POSITIVE,29,36
The view is breathtaking the service is top notch... the ambiance is wonderfull.,ambiance,451,86,EN,"[57,65)",ambience#general,POSITIVE,57,65
The staff offers impeccable service.,staff,452,86,EN,"[4,9)",service#general,POSITIVE,4,9
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,453,86,EN,"[6,20)",food#style_options,POSITIVE,6,20
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,454,86,EN,"[21,40)",food#quality,POSITIVE,21,40
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,454,86,EN,"[92,106)",food#quality,POSITIVE,92,106
It was divine melts in your mouth.,,456,86,EN,"[0,0)",food#quality,POSITIVE,0,0
My boyfriend had Prime Rib it was good .,Prime Rib,457,86,EN,"[17,26)",food#quality,POSITIVE,17,26
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. ,bottles of Korbett,458,86,EN,"[69,87)",drinks#style_options,POSITIVE,69,87
It's cuz it's so good you need to taste it!!! ,,460,86,EN,"[0,0)",food#quality,POSITIVE,0,0
All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,,461,86,EN,"[0,0)",restaurant#general,POSITIVE,0,0
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,462,87,EN,"[91,95)",food#quality,POSITIVE,91,95
If you like spicy food get the chicken vindaloo.,chicken vindaloo,463,87,EN,"[31,47)",food#quality,POSITIVE,31,47
It's very spicy but not offensive.,,464,87,EN,"[0,0)",food#quality,POSITIVE,0,0
We will definitely go back.,,465,87,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Go to Volare for 1st class service and terrific food.,service,466,88,EN,"[27,34)",service#general,POSITIVE,27,34
Go to Volare for 1st class service and terrific food.,food,466,88,EN,"[48,52)",food#quality,POSITIVE,48,52
The portions are large and the servers always surprise us with a different starter.,portions,467,88,EN,"[4,12)",food#style_options,POSITIVE,4,12
The portions are large and the servers always surprise us with a different starter.,servers,467,88,EN,"[31,38)",service#general,POSITIVE,31,38
The wine list is excellent.,wine list,468,88,EN,"[4,13)",drinks#style_options,POSITIVE,4,13
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food,469,89,EN,"[4,8)",food#quality,POSITIVE,4,8
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,selection of wines,469,89,EN,"[131,149)",drinks#style_options,POSITIVE,131,149
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,Chef's tasting menu,469,89,EN,"[49,68)",food#quality,POSITIVE,49,68
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,470,89,EN,"[75,82)",service#general,POSITIVE,75,82
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,470,89,EN,"[4,9)",ambience#general,NEGATIVE,4,9
"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,470,89,EN,"[4,9)",restaurant#miscellaneous,POSITIVE,4,9
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,472,89,EN,"[4,8)",food#prices,NEGATIVE,4,8
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,472,89,EN,"[32,55)",food#quality,POSITIVE,32,55
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,472,89,EN,"[32,55)",food#prices,POSITIVE,32,55
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,472,89,EN,"[0,0)",service#general,POSITIVE,0,0
Please be aware that it's CASH or AMEX only!,,474,89,EN,"[0,0)",restaurant#miscellaneous,NEUTRAL,0,0
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,475,90,EN,"[104,108)",food#quality,NEUTRAL,104,108
"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,475,90,EN,"[26,37)",food#quality,NEGATIVE,26,37
The menu is very limited - i think we counted 4 or 5 entrees.,menu,476,90,EN,"[4,8)",food#style_options,NEGATIVE,4,8
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,477,90,EN,"[24,40)",food#quality,NEGATIVE,24,40
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,478,90,EN,"[4,9)",ambience#general,NEUTRAL,4,9
Problem is nothing at Prune is particularly memorable.,Prune,479,90,EN,"[22,27)",restaurant#general,NEGATIVE,22,27
No plans to return anytime soon.,,480,90,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
This place is so much fun.,place,481,91,EN,"[5,10)",ambience#general,POSITIVE,5,10
Our family never expected such incredible entertainment in a restaurant.,restaurant,482,91,EN,"[61,71)",restaurant#general,POSITIVE,61,71
Our food was great too!,food,485,91,EN,"[4,8)",food#quality,POSITIVE,4,8
And really large portions.,portions,486,91,EN,"[17,25)",food#style_options,POSITIVE,17,25
The staff was the friendliest that have seen in New York.,staff,487,91,EN,"[4,9)",service#general,POSITIVE,4,9
We will go back every time we are in the City.,,488,91,EN,"[0,0)",restaurant#general,POSITIVE,0,0
If you want something really different than try Jekyll and Hyde.,Jekyll and Hyde,489,92,EN,"[48,63)",restaurant#general,POSITIVE,48,63
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,490,92,EN,"[0,0)",ambience#general,POSITIVE,0,0
The food was pretty tradional but it was hot and good with large portions.,food,491,92,EN,"[4,8)",food#quality,POSITIVE,4,8
The food was pretty tradional but it was hot and good with large portions.,portions,491,92,EN,"[65,73)",food#style_options,POSITIVE,65,73
I highly recommend it.,,492,92,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The place is a lot of fun.,place,494,93,EN,"[4,9)",ambience#general,POSITIVE,4,9
My six year old loved it.,,495,93,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The characters really make for an enjoyable experience.,characters,496,93,EN,"[4,14)",ambience#general,POSITIVE,4,14
"The food however, is what one might expect.",food,497,93,EN,"[4,8)",food#quality,NEGATIVE,4,8
It is very overpriced and not very tasty.,,498,93,EN,"[0,0)",food#quality,NEGATIVE,0,0
It is very overpriced and not very tasty.,,498,93,EN,"[0,0)",food#prices,NEGATIVE,0,0
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",Jeckll and Hydes,499,93,EN,"[17,33)",restaurant#general,POSITIVE,17,33
We had a good time.,,500,93,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,501,94,EN,"[0,0)",service#general,NEGATIVE,0,0
Service was slow had to wait to order and get food although not crowded.,Service,502,94,EN,"[0,7)",service#general,NEGATIVE,0,7
Drinks way over priced.,Drinks,503,94,EN,"[0,6)",drinks#prices,NEGATIVE,0,6
Food was good not great not worth the wait or another visit,Food,504,94,EN,"[0,4)",food#quality,NEUTRAL,0,4
Food was good not great not worth the wait or another visit,,504,94,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
Great pizza for lunch place.,pizza,505,95,EN,"[6,11)",food#quality,POSITIVE,6,11
Service was quick.,Service,506,95,EN,"[0,7)",service#general,POSITIVE,0,7
The pizza was great.,pizza,507,95,EN,"[4,9)",food#quality,POSITIVE,4,9
And it was quick which is very important.,,508,95,EN,"[0,0)",service#general,POSITIVE,0,0
Have the iced tea.,iced tea,509,95,EN,"[9,17)",drinks#quality,POSITIVE,9,17
It was wonderful.,,510,95,EN,"[0,0)",drinks#quality,POSITIVE,0,0
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,511,96,EN,"[63,67)",food#quality,POSITIVE,63,67
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,511,96,EN,"[78,85)",service#general,POSITIVE,78,85
Delivery is fast too.,Delivery,512,96,EN,"[0,8)",service#general,POSITIVE,0,8
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,513,96,EN,"[15,22)",service#general,POSITIVE,15,22
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,513,96,EN,"[29,36)",service#general,POSITIVE,29,36
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Delivery,513,96,EN,"[43,51)",service#general,POSITIVE,43,51
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,513,96,EN,"[63,68)",food#quality,POSITIVE,63,68
A little overpriced but worth it once you take a bite.,,514,96,EN,"[0,0)",food#prices,NEGATIVE,0,0
A little overpriced but worth it once you take a bite.,,514,96,EN,"[0,0)",food#quality,POSITIVE,0,0
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,516,97,EN,"[63,68)",food#quality,POSITIVE,63,68
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,517,97,EN,"[4,10)",food#quality,POSITIVE,4,10
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,517,97,EN,"[4,10)",food#style_options,POSITIVE,4,10
They have a huge selection of different cream cheeses and all of their salads are great.,salads,518,97,EN,"[71,77)",food#quality,POSITIVE,71,77
They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,518,97,EN,"[40,53)",food#style_options,POSITIVE,40,53
The lox is always fresh too.,lox,519,97,EN,"[4,7)",food#quality,POSITIVE,4,7
Highly recommended to all!,,520,97,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Not impressed with the food.,food,523,98,EN,"[23,27)",food#quality,NEGATIVE,23,27
Prices too high for this cramped and unappealing resturant.,resturant,524,98,EN,"[49,58)",restaurant#prices,NEGATIVE,49,58
Prices too high for this cramped and unappealing resturant.,resturant,524,98,EN,"[49,58)",ambience#general,NEGATIVE,49,58
Zero ambiance to boot.,ambiance,525,98,EN,"[5,13)",ambience#general,NEGATIVE,5,13
I thought this place was totally overrated.,place,526,99,EN,"[15,20)",restaurant#general,NEGATIVE,15,20
Everything we had was good or ok....but definitely nothing great.,,527,99,EN,"[0,0)",restaurant#general,NEUTRAL,0,0
"The ambience was nice, but service wasn't so great.",ambience,528,99,EN,"[4,12)",ambience#general,POSITIVE,4,12
"The ambience was nice, but service wasn't so great.",service,528,99,EN,"[27,34)",service#general,NEGATIVE,27,34
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",,529,99,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",,529,99,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant,530,100,EN,"[17,39)",restaurant#general,POSITIVE,17,39
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,531,100,EN,"[55,59)",food#quality,POSITIVE,55,59
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,531,100,EN,"[68,72)",ambience#general,POSITIVE,68,72
Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,532,100,EN,"[37,48)",food#quality,POSITIVE,37,48
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,533,101,EN,"[4,14)",ambience#general,POSITIVE,4,14
The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,534,101,EN,"[4,9)",restaurant#miscellaneous,POSITIVE,4,9
The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,534,101,EN,"[14,19)",restaurant#miscellaneous,POSITIVE,14,19
The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,534,101,EN,"[73,81)",ambience#general,POSITIVE,73,81
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,535,101,EN,"[27,31)",food#style_options,NEGATIVE,27,31
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,535,101,EN,"[0,0)",food#quality,POSITIVE,0,0
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,535,101,EN,"[0,0)",food#style_options,POSITIVE,0,0
I must give it Yon out of Yon stars!,,536,101,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Taxan delicious!,Taxan,537,101,EN,"[0,5)",food#quality,POSITIVE,0,5
"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",,539,102,EN,"[5,15)",restaurant#general,POSITIVE,5,15
The prices were CHEAP compared to the quality of service and food.,,541,102,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
The prices were CHEAP compared to the quality of service and food.,service,541,102,EN,"[49,56)",service#general,POSITIVE,49,56
The prices were CHEAP compared to the quality of service and food.,food,541,102,EN,"[61,65)",food#quality,POSITIVE,61,65
"We liked it so much, that we will always make it a point to dine here when we visit New York.",,542,102,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The location and ambience is Ok but the food is what makes up for it.,location,544,103,EN,"[4,12)",location#general,NEUTRAL,4,12
The location and ambience is Ok but the food is what makes up for it.,ambience,544,103,EN,"[17,25)",ambience#general,NEUTRAL,17,25
The location and ambience is Ok but the food is what makes up for it.,food,544,103,EN,"[40,44)",food#quality,POSITIVE,40,44
There is a lot of variety even for people who eat vegetarian like me.,,545,103,EN,"[0,0)",food#style_options,POSITIVE,0,0
Try green curry with vegetables.,green curry with vegetables,546,103,EN,"[4,31)",food#quality,POSITIVE,4,31
"The quantity is also very good, you will come out satisfied.",,547,103,EN,"[0,0)",food#style_options,POSITIVE,0,0
"The service is ok, some of the people didn't get what they asked for.",service,548,103,EN,"[4,11)",service#general,NEUTRAL,4,11
I was there on sat. for my birthday and we had an excellent time.,,549,104,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I had the best ravioli ever.,ravioli,550,104,EN,"[15,22)",food#quality,POSITIVE,15,22
The wine the service was very good too.,wine,551,104,EN,"[4,8)",drinks#quality,POSITIVE,4,8
The wine the service was very good too.,service,551,104,EN,"[13,20)",service#general,POSITIVE,13,20
Moderate prices.,,552,104,EN,"[0,0)",restaurant#prices,NEUTRAL,0,0
A little noise but I think that was because of our party!,,553,104,EN,"[0,0)",ambience#general,NEUTRAL,0,0
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,555,105,EN,"[25,34)",ambience#general,POSITIVE,25,34
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,555,105,EN,"[25,34)",restaurant#general,POSITIVE,25,34
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,556,105,EN,"[4,8)",food#quality,POSITIVE,4,8
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,556,105,EN,"[72,78)",food#quality,POSITIVE,72,78
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,556,105,EN,"[33,41)",food#quality,POSITIVE,33,41
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,556,105,EN,"[49,66)",food#quality,POSITIVE,49,66
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,557,105,EN,"[17,42)",food#quality,POSITIVE,17,42
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,557,105,EN,"[50,83)",food#quality,POSITIVE,50,83
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,558,105,EN,"[49,61)",ambience#general,POSITIVE,49,61
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,558,105,EN,"[63,67)",food#quality,POSITIVE,63,67
